time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
58900,2023-07-20 18:05:21,38.4391769594241,-109.312194755491,334.973764,,,8263.3046469717,83.66142,22.8391574,940.2723398,999.46853592,19,5,9.837,8263.3046469717,334.973764,39.0569724,940.2723398,-21.698318,-7.158208,-9.842536,118.8, 0.8, 14.7,0,0,1684,1024,1225,1684,100,0,30,100,81.9,-13.2,0,22,3.277,3.263,3.268,0,0,0,16.662,79.52,8263.3046469717,334.973764,31,Sport,
59000,2023-07-20 18:05:21,38.4391669734272,-109.312199106731,336.2861,,,8264.6169829717,83.66142,22.8391574,943.897668,1003.31696124,19,5,9.837,8264.6169829717,336.2861,39.0569724,943.897668,-21.698318,-7.158208,-9.842536,118.8, 0.8, 14.7,0,0,1684,1024,1221,1684,100,0,30,100,81.9,-13.8,0,22,3.277,3.263,3.268,0,0,0,16.662,79.52,8264.6169829717,336.2861,31,Sport,
59100,2023-07-20 18:05:21,38.4391586546861,-109.312202679441,337.92652,,,8266.2574029717,83.66142,22.8391574,946.91932164,1006.51906108,19,5,9.832,8266.2574029717,337.92652,39.0569724,946.91932164,-21.698318,-7.158208,-9.842536,118.9, 1, 14.8,0,0,1684,1024,1208,1684,100,0,28,100,81.9,-14.8,0,22,3.277,3.279,3.282,0,0,0,16.445,79.7,8266.2574029717,337.92652,31,Sport,
59200,2023-07-20 18:05:21,38.439150626975,-109.312205992637,339.56694,,,8267.8978229717,83.66142,22.8391574,949.8359884,1009.59976984,19,5,9.832,8267.8978229717,339.56694,39.0569724,949.8359884,-21.698318,-7.158208,-9.842536,119.1, 1.2, 14.7,0,0,1684,1024,1200,1684,100,0,27,100,81.9,-16.4,0,22,3.277,3.279,3.282,0,0,0,16.445,79.7,8267.8978229717,339.56694,31,Sport,
59300,2023-07-20 18:05:21,38.4391415014546,-109.312209900913,340.879276,,,8269.2101589717,83.66142,22.8391574,953.15291764,1013.11026864,19,5,9.832,8269.2101589717,340.879276,39.0569724,953.15291764,-21.698318,-7.158208,-9.842536,119, 1.1, 14.4,0,0,1684,1024,1197,1684,100,0,26,100,81.9,-18.2,0,22,3.277,3.279,3.282,0,0,0,16.445,79.7,8269.2101589717,340.879276,31,Sport,
59400,2023-07-20 18:05:22,38.4391328045465,-109.31221360465,342.519696,,,8270.8505789717,83.66142,22.6378328,956.31236656,1016.45672544,19,5,9.832,8270.8505789717,342.519696,39.0569724,956.31236656,-21.474624,-7.158208,-10.06623,119, 1.1, 14.1,0,0,1589,1024,1195,1684,86,0,26,100,81.9,-19.9,0,22,3.277,3.279,3.282,0,0,0,16.445,79.7,8270.8505789717,342.519696,31,Sport,
59500,2023-07-20 18:05:22,38.4391241695639,-109.312217332533,344.160116,,,8272.4909989717,83.66142,22.6378328,959.45541128,1019.78021636,19,5,9.832,8272.4909989717,344.160116,39.0569724,959.45541128,-21.474624,-7.158208,-10.513618,119, 0.8, 14.1,0,0,1589,1024,1195,1684,86,0,26,100,82,-21.6,0,22,3.277,3.279,3.282,0,0,0,16.445,79.7,8272.4909989717,344.160116,31,Sport,
59600,2023-07-20 18:05:22,38.4391151498301,-109.312221276876,345.800536,,,8274.1314189717,83.66142,22.6378328,962.73625128,1023.2611876,19,5,9.832,8274.1314189717,345.800536,39.0569724,962.73625128,-21.474624,-7.158208,-10.737312,118.9, 0.5, 14.4,0,0,1367,1024,1193,1684,52,0,26,100,81.9,-23.4,0,22,3.277,3.279,3.282,0,0,0,16.445,79.7,8274.1314189717,345.800536,31,Sport,
59700,2023-07-20 18:05:22,38.4391064825109,-109.312225040036,347.440956,,,8275.7718389717,83.66142,22.6378328,965.89241936,1026.60108272,19,5,9.832,8275.7718389717,347.440956,39.0569724,965.89241936,-21.474624,-7.158208,-10.513618,118.8, 0.2, 14.9,0,0,1024,1024,1184,1684,0,0,24,100,81.9,-25.1,0,22,3.277,3.279,3.282,0,0,0,16.445,79.7,8275.7718389717,347.440956,31,Sport,
59800,2023-07-20 18:05:22,38.4390986474495,-109.312228321662,348.753292,,,8277.0841749717,83.66142,22.3470306,968.74346932,1029.609613,19,5,9.832,8277.0841749717,348.753292,39.0569724,968.74346932,-21.25093,-6.934514,-9.842536,118.7, 0.2, 15.2,0,0,1024,1024,1177,1684,0,0,23,100,81.9,-25.9,0,22,3.277,3.279,3.282,0,0,0,16.445,79.7,8277.0841749717,348.753292,31,Sport,
59900,2023-07-20 18:05:22,38.4390901552415,-109.31223196272,350.065628,,,8278.3965109717,83.66142,22.145706,971.83730144,1032.87732964,19,5,9.832,8278.3965109717,350.065628,39.0569724,971.83730144,-21.027236,-6.934514,-8.94776,118.7, 0.3, 15.4,0,0,1024,1024,1173,1684,0,0,23,100,82,-26,0,22,3.277,3.279,3.282,0,0,0,16.445,79.7,8278.3965109717,350.065628,31,Sport,
60000,2023-07-20 18:05:22,38.4390805907173,-109.312236078251,351.04988,,,8279.3807629717,83.66142,21.922012,975.32483436,1036.55843212,19,5,9.832,8279.3807629717,351.04988,39.0569724,975.32483436,-20.803542,-6.934514,-8.052984,118.6, 0.5, 15.4,0,0,1024,1024,1172,1684,0,0,22,100,81.9,-26,0,22,3.277,3.279,3.282,0,0,0,16.445,79.7,8279.3807629717,351.04988,31,Sport,
60100,2023-07-20 18:05:22,38.4390725997274,-109.312239464305,352.034132,,,8280.3650149717,83.66142,21.8549038,978.23493944,1039.6325792,19,5,9.83,8280.3650149717,352.034132,39.0569724,978.23493944,-20.803542,-6.71082,-7.158208,118.6, 0.7, 15.4,0,0,1024,1024,1166,1676,0,0,22,99,81.9,-26,0,21,3.314,3.33,3.337,0,0,0,16.351,79.88,8280.3650149717,352.034132,31,Sport,
60200,2023-07-20 18:05:22,38.4390648375605,-109.312242609551,353.018384,,,8281.3492669717,83.66142,21.586471,981.06630436,1042.6017394,19,5,9.83,8281.3492669717,353.018384,39.0569724,981.06630436,-20.579848,-6.487126,-6.039738,118.4, 0.6, 16.5,0,0,1024,1024,1166,1670,0,0,22,98,82,-26,0,21,3.314,3.33,3.337,0,0,0,16.351,79.88,8281.3492669717,353.018384,31,Sport,
60300,2023-07-20 18:05:22,38.4390562034001,-109.312246188004,353.674552,,,8282.0054349717,83.66142,21.362777,984.21591076,1045.9153878,19,5,9.83,8282.0054349717,353.674552,39.0569724,984.21591076,-20.356154,-6.487126,-4.921268,118.7, 1.2, 19.2,0,0,1024,1024,1166,1670,0,0,22,98,81.9,-26,0,21,3.314,3.33,3.337,0,0,0,16.351,79.88,8282.0054349717,353.674552,31,Sport,
60400,2023-07-20 18:05:23,38.439048453839,-109.312249514978,354.002636,,,8282.3335189717,83.66142,21.2956688,987.04399484,1048.89767136,19,5,9.83,8282.3335189717,354.002636,39.0569724,987.04399484,-20.356154,-6.263432,-3.579104,119, 1.7, 22.1,0,0,1024,699,1179,1657,0,-49,23,96,81.9,-26,0,21,3.314,3.33,3.337,0,0,0,16.351,79.88,8282.3335189717,354.002636,31,Sport,
60500,2023-07-20 18:05:23,38.4390403356949,-109.312252850753,354.658804,,,8282.9896869717,83.66142,21.2956688,990.00659336,1052.00790768,19,5,9.83,8282.9896869717,354.658804,39.0569724,990.00659336,-20.13246,-6.263432,-2.460634,118.5, -2.9, 23,0,0,1024,364,1205,1657,0,-100,27,96,79.2,-26,0,21,3.314,3.33,3.337,0,0,0,16.351,79.88,8282.9896869717,354.658804,31,Sport,
60600,2023-07-20 18:05:23,38.4390310734361,-109.312256554118,354.986888,,,8283.3177709717,83.66142,21.0943442,993.3891394,1055.55121488,19,5,9.83,8283.3177709717,354.986888,39.0569724,993.3891394,-20.13246,-6.263432,-1.342164,111, -16, 12.8,0,0,1024,364,1216,1656,0,-100,29,96,70.1,-26,0,21,3.314,3.33,3.337,0,0,0,16.351,79.88,8283.3177709717,354.986888,31,Sport,
60700,2023-07-20 18:05:23,38.4390233038701,-109.312259501686,355.314972,,,8283.6458549717,83.66142,21.1167136,996.227066,1058.50725172,19,5,9.83,8283.6458549717,355.314972,39.0569724,996.227066,-20.356154,-5.59235,-0.894776,100.1, -28.5, 8.1,0,0,1024,1002,1216,1641,0,-3,29,93,60.3,-25.9,0,21,3.314,3.33,3.337,0,0,0,16.351,79.88,8283.6458549717,355.314972,31,Sport,
60800,2023-07-20 18:05:23,38.4390154822365,-109.312262125636,354.986888,,,8283.3177709717,83.66142,20.8482808,999.08467764,1061.45672688,19,5,9.83,8283.6458549717,355.314972,39.0569724,999.08467764,-20.356154,-4.47388,-0.223694,90.5, -27, 16.6,0,0,1024,1024,1222,1644,0,0,30,94,56.8,-26,0,21,3.314,3.33,3.337,0,0,0,16.351,79.88,8283.3177709717,354.986888,31,Sport,
60900,2023-07-20 18:05:23,38.4390076874588,-109.312264101321,354.658804,,,8282.9896869717,83.66142,20.8930196,1001.93244676,1064.35698944,19,5,9.83,8283.6458549717,355.314972,39.0569724,1001.93244676,-20.579848,-3.579104,0,89.8, -16.2, 25.5,0,0,1024,1024,1223,1644,0,0,30,94,56.9,-26,0,21,3.314,3.33,3.337,0,0,0,16.351,79.88,8282.9896869717,354.658804,31,Sport,
61000,2023-07-20 18:05:23,38.4389982207665,-109.312266088185,354.658804,,,8282.9896869717,83.66142,21.25093,1005.38717128,1067.85764572,19,5,9.83,8283.6458549717,355.314972,39.0569724,1005.38717128,-21.027236,-3.131716,0.447388,93.3, -6.7, 30,0,0,1024,1024,1223,1637,0,0,30,93,56.8,-26,0,21,3.314,3.33,3.337,0,0,0,16.351,79.88,8282.9896869717,354.658804,31,Sport,
61100,2023-07-20 18:05:23,38.4389900056123,-109.312267463674,354.658804,,,8282.9896869717,83.66142,21.8549038,1008.38913988,1070.87929936,19,5,10.2,8283.6458549717,355.314972,39.0569724,1008.38913988,-21.698318,-2.684328,0.671082,92.7, -5.2, 31,0,0,783,1661,1221,1626,-37,97,30,91,56.8,-26,0,21,3.385,3.382,3.378,0,0,0,6.716,80.06,8282.9896869717,354.658804,31,Sport,
61200,2023-07-20 18:05:23,38.438982040382,-109.31226898324,353.674552,,,8282.0054349717,83.66142,22.7273104,1011.29596412,1073.818932,19,5,10.2,8283.6458549717,355.314972,39.0569724,1011.29596412,-22.593094,-2.460634,0.894776,91.5, -4, 30.8,0,0,783,1661,1221,1626,-37,97,30,91,58,-26,0,21,3.385,3.382,3.378,0,0,0,6.716,80.06,8282.0054349717,353.674552,31,Sport,
61300,2023-07-20 18:05:23,38.4389724172132,-109.312270111559,353.674552,,,8282.0054349717,83.66142,23.376023,1014.80974376,1077.345835,19,5,10.2,8283.6458549717,355.314972,39.0569724,1014.80974376,-23.264176,-2.23694,0.894776,95.8, 7.8, 22.5,0,0,1024,1024,1221,1618,0,0,30,90,66.5,-26,0,21,3.385,3.382,3.378,0,0,0,6.716,80.06,8282.0054349717,353.674552,31,Sport,
61400,2023-07-20 18:05:24,38.4389630310885,-109.312271237595,353.674552,,,8282.0054349717,83.66142,23.6220864,1018.23494072,1080.78415532,19,5,10.2,8283.6458549717,355.314972,39.0569724,1018.23494072,-23.48787,-2.460634,0.671082,102.7, 10.7, 22.8,0,0,1024,1024,1223,1617,0,0,30,90,67.1,-26,0,21,3.385,3.382,3.378,0,0,0,6.716,80.06,8282.0054349717,353.674552,31,Sport,
61500,2023-07-20 18:05:24,38.4389540680807,-109.31227238938,353.346468,,,8281.6773509717,83.66142,24.0918438,1021.50921904,1084.071557,19,5,10.2,8283.6458549717,355.314972,39.0569724,1021.50921904,-23.935258,-2.684328,0.894776,104.2, 6.9, 29.6,0,0,1024,1024,1225,1616,0,0,30,90,67.1,-26,0,21,3.385,3.382,3.378,0,0,0,6.716,80.06,8281.6773509717,353.346468,31,Sport,
61600,2023-07-20 18:05:24,38.4389448326777,-109.312273830589,353.346468,,,8281.6773509717,83.66142,24.5616012,1024.88192256,1087.4672264,19,5,10.2,8283.6458549717,355.314972,39.0569724,1024.88192256,-24.382646,-2.908022,0.894776,105, 5.8, 31.1,0,0,1024,1024,1224,1607,0,0,30,88,67.1,-26,0,21,3.385,3.382,3.378,0,0,0,6.716,80.06,8281.6773509717,353.346468,31,Sport,
61700,2023-07-20 18:05:24,38.4389349820561,-109.312275317736,353.018384,,,8281.3492669717,83.66142,25.277422,1028.4777232,1091.08599292,19,5,10.2,8283.6458549717,355.314972,39.0569724,1028.4777232,-25.053728,-3.35541,0.671082,105, 5.3, 31.4,0,0,1024,1024,1223,1606,0,0,30,88,67.1,-26,0,21,3.385,3.382,3.378,0,0,0,6.716,80.06,8281.3492669717,353.018384,31,Sport,
61800,2023-07-20 18:05:24,38.4389249445396,-109.312276709301,353.018384,,,8281.3492669717,83.66142,25.9708734,1032.14242148,1094.7670954,19,5,10.2,8283.6458549717,355.314972,39.0569724,1032.14242148,-25.72481,-3.579104,0.447388,105.3, 5.3, 31.8,0,0,1024,1024,1222,1602,0,0,30,88,67.1,-26,0,21,3.385,3.382,3.378,0,0,0,6.716,80.06,8281.3492669717,353.018384,31,Sport,
61900,2023-07-20 18:05:24,38.4389145337814,-109.312278443478,353.674552,,,8282.0054349717,83.66142,26.6643248,1035.94491504,1098.59911652,19,5,10.2,8283.6458549717,355.314972,39.0569724,1035.94491504,-26.395892,-3.802798,0,105.3, 5.5, 31.6,0,0,1024,1024,1219,1540,0,0,30,78,67.1,-26,0,21,3.385,3.382,3.378,0,0,0,6.716,80.06,8282.0054349717,353.674552,31,Sport,
62000,2023-07-20 18:05:24,38.4389029188852,-109.312279763835,353.674552,,,8282.0054349717,83.66142,27.1117128,1040.18704116,1102.854366,19,5,10.2,8283.6458549717,355.314972,39.0569724,1040.18704116,-26.84328,-3.802798,0,105.4, 5.8, 31.6,0,0,1024,1024,1219,1540,0,0,30,78,67.1,-26,0,21,3.385,3.382,3.378,0,0,0,6.716,80.06,8282.0054349717,353.674552,31,Sport,
62100,2023-07-20 18:05:24,38.4388925404725,-109.312281571282,353.674552,,,8282.0054349717,83.66142,27.1117128,1043.9796922,1106.6765446,19,5,9.961,8283.6458549717,355.314972,39.0569724,1043.9796922,-27.514362,-4.026492,-0.223694,105.7, 6.6, 31.6,0,0,1024,1024,1219,1511,0,0,30,74,67.1,-26,0,21,3.29,3.291,3.294,0,0,0,12.17,80.06,8282.0054349717,353.674552,31,Sport,
62200,2023-07-20 18:05:24,38.4388826555961,-109.312283110069,353.674552,,,8282.0054349717,83.66142,28.0288582,1047.5886162,1110.30843448,19,5,9.961,8283.6458549717,355.314972,39.0569724,1047.5886162,-27.738056,-4.026492,0,105.9, 7, 31.9,0,0,1024,1024,1219,1509,0,0,30,73,67.1,-26,0,21,3.29,3.291,3.294,0,0,0,12.17,80.06,8282.0054349717,353.674552,31,Sport,
62300,2023-07-20 18:05:24,38.4388709637036,-109.312285298155,354.002636,,,8282.3335189717,83.66142,28.2749216,1051.86026988,1114.61945824,19,5,9.961,8283.6458549717,355.314972,39.0569724,1051.86026988,-27.96175,-4.250186,0,105.9, 7.2, 31.8,0,0,1024,1024,1165,1467,0,0,21,67,67.1,-26,0,21,3.29,3.291,3.294,0,0,0,12.17,80.06,8282.3335189717,354.002636,31,Sport,
62400,2023-07-20 18:05:25,38.4388605422579,-109.312286967952,354.002636,,,8282.3335189717,83.66142,28.7670484,1055.66932512,1118.45147936,19,5,9.961,8283.6458549717,355.314972,39.0569724,1055.66932512,-28.409138,-4.47388,0,105.8, 7, 31.4,0,0,1024,1024,1024,1024,0,0,0,0,67.2,-26,0,21,3.29,3.291,3.294,0,0,0,12.17,80.06,8282.3335189717,354.002636,31,Sport,
62500,2023-07-20 18:05:25,38.4388491548233,-109.31228922132,354.33072,,,8282.6616029717,83.66142,28.9907424,1059.82943024,1122.65751624,19,5,9.961,8283.6458549717,355.314972,39.0569724,1059.82943024,-28.632832,-4.47388,0,104.6, 8.8, 23.7,0,0,1024,1024,1024,1024,0,0,0,0,67.1,-26,0,21,3.29,3.291,3.294,0,0,0,12.17,80.06,8282.6616029717,354.33072,31,Sport,
62600,2023-07-20 18:05:25,38.4388367496062,-109.312291347797,354.986888,,,8283.3177709717,83.66142,29.0131118,1064.36355112,1127.22116468,19,5,9.961,8283.6458549717,355.314972,39.0569724,1064.36355112,-28.632832,-4.697574,-0.671082,101.4, 4.8, 2.1,0,0,1024,1024,1024,1024,0,0,0,0,67.2,-26,0,21,3.29,3.291,3.294,0,0,0,12.17,80.06,8283.3177709717,354.986888,31,Sport,
62700,2023-07-20 18:05:25,38.4388253665564,-109.312293664641,355.314972,,,8283.6458549717,83.66142,28.0959664,1068.52365624,1131.42720156,19,5,9.961,8283.6458549717,355.314972,39.0569724,1068.52365624,-27.738056,-4.47388,-1.342164,101.9, 2.4, -16.3,0,0,1024,1024,1024,1024,0,0,0,0,67.1,-26,0,21,3.29,3.291,3.294,0,0,0,12.17,80.06,8283.6458549717,355.314972,31,Sport,
62800,2023-07-20 18:05:25,38.4388155512862,-109.312295499861,355.643056,,,8283.9739389717,83.66142,26.7090636,1072.1128952,1135.04596808,19,5,9.961,8283.9739389717,355.643056,39.0569724,1072.1128952,-26.395892,-4.026492,-1.342164,99.7, 4.4, -27,0,0,1024,1024,1024,1024,0,0,0,0,67.1,-26,0,21,3.29,3.291,3.294,0,0,0,12.17,80.06,8283.9739389717,355.643056,31,Sport,
62900,2023-07-20 18:05:25,38.438805283851,-109.312297493466,355.97114,,,8284.3020229717,83.66142,25.3445302,1075.86617616,1138.83533828,19,5,9.961,8284.3020229717,355.97114,39.0569724,1075.86617616,-25.053728,-3.802798,-0.671082,98.7, 4.3, -29.1,0,0,1024,1024,1024,1024,0,0,0,0,67.1,-26,0,21,3.29,3.291,3.294,0,0,0,12.17,80.06,8284.3020229717,355.97114,31,Sport,
63000,2023-07-20 18:05:25,38.4387938807964,-109.312299580237,357.283476,,,8285.6143589717,83.66142,23.9799968,1080.03284296,1143.03809432,19,5,9.961,8285.6143589717,357.283476,39.0569724,1080.03284296,-23.711564,-3.579104,-0.223694,98.8, 3.6, -30,0,0,1024,1024,1024,1024,0,0,0,0,67.1,-26,0,21,3.29,3.291,3.294,0,0,0,12.17,80.06,8285.6143589717,357.283476,31,Sport,
63100,2023-07-20 18:05:25,38.4387850918039,-109.312301202719,356.627308,,,8284.9581909717,83.66142,22.593094,1083.24478532,1146.27956424,19,5,9.937,8285.6143589717,357.283476,39.0569724,1083.24478532,-22.3694,-3.131716,0.223694,99, 3.1, -30.6,0,0,1024,1024,1024,1024,0,0,0,0,67.1,-26,0,21,3.385,3.389,3.394,0,0,0,13.756,80.24,8284.9581909717,356.627308,31,Sport,
63200,2023-07-20 18:05:25,38.4387763225422,-109.312303083849,356.627308,,,8284.9581909717,83.66142,21.0048666,1086.45344684,1149.524315,19,5,9.937,8285.6143589717,357.283476,39.0569724,1086.45344684,-20.803542,-2.908022,0.671082,99.6, 2.8, -31.2,0,0,1024,1024,1024,1024,0,0,0,0,67.1,-26,0,21,3.385,3.389,3.394,0,0,0,13.756,80.24,8284.9581909717,356.627308,31,Sport,
63300,2023-07-20 18:05:25,38.4387678719885,-109.312304540849,356.299224,,,8284.6301069717,83.66142,19.6179638,1089.54399812,1152.63455132,19,5,9.937,8285.6143589717,357.283476,39.0569724,1089.54399812,-19.461378,-2.460634,0.894776,100, 2.5, -31.9,0,0,1024,1024,1024,1024,0,0,0,0,67.1,-26,0,21,3.385,3.389,3.394,0,0,0,13.756,80.24,8284.6301069717,356.299224,31,Sport,
63400,2023-07-20 18:05:26,38.4387594554156,-109.312306079852,356.299224,,,8284.6301069717,83.66142,18.0297364,1092.62142604,1155.73822596,19,5,9.937,8285.6143589717,357.283476,39.0569724,1092.62142604,-17.89552,-2.23694,1.11847,100.1, 2.7, -31.9,0,0,1024,1024,1024,1024,0,0,0,0,67.1,-26,0,21,3.385,3.389,3.394,0,0,0,13.756,80.24,8284.6301069717,356.299224,31,Sport,
63500,2023-07-20 18:05:26,38.4387525715453,-109.31230715303,355.97114,,,8284.3020229717,83.66142,16.665203,1095.13454948,1158.2677536,19,5,9.937,8285.6143589717,357.283476,39.0569724,1095.13454948,-16.553356,-2.013246,1.11847,100, 2.8, -31.9,0,0,1024,1024,1024,1024,0,0,0,0,67.1,-26,0,21,3.385,3.389,3.394,0,0,0,13.756,80.24,8284.3020229717,355.97114,31,Sport,
63600,2023-07-20 18:05:26,38.4387445339689,-109.312308528404,355.643056,,,8283.9739389717,83.66142,15.099345,1098.07418212,1161.22707128,19,5,9.937,8285.6143589717,357.283476,39.0569724,1098.07418212,-14.987498,-1.789552,1.11847,99.9, 2.8, -32,0,0,1024,1024,1024,1024,0,0,0,0,67.1,-26,0,21,3.385,3.389,3.394,0,0,0,13.756,80.24,8283.9739389717,355.643056,31,Sport,
63700,2023-07-20 18:05:26,38.4387387396794,-109.312309360755,354.986888,,,8283.3177709717,83.66142,15.099345,1100.19360476,1163.3530556,19,5,9.937,8285.6143589717,357.283476,39.0569724,1100.19360476,-13.42164,-1.565858,1.11847,99.8, 3, -33,0,0,1024,1024,1024,1024,0,0,0,0,67.1,-26,0,21,3.385,3.389,3.394,0,0,0,13.756,80.24,8283.3177709717,354.986888,31,Sport,
63800,2023-07-20 18:05:26,38.4387333101364,-109.3123103808,354.33072,,,8282.6616029717,83.66142,11.9228902,1102.17851296,1165.354368,19,5,9.937,8285.6143589717,357.283476,39.0569724,1102.17851296,-11.855782,-1.342164,1.11847,99.5, 3.2, -32.8,0,0,1024,1024,1024,1024,0,0,0,0,67.1,-26,0,21,3.385,3.389,3.394,0,0,0,13.756,80.24,8282.6616029717,354.33072,31,Sport,
63900,2023-07-20 18:05:26,38.4387290778716,-109.312310959451,354.002636,,,8282.3335189717,83.66142,10.3570322,1103.7237886,1166.90948616,19,5,9.937,8285.6143589717,357.283476,39.0569724,1103.7237886,-10.289924,-1.11847,0.894776,99.3, 3.3, -33,0,0,1024,1024,1024,1024,0,0,0,0,67.1,-26,0,21,3.385,3.389,3.394,0,0,0,13.756,80.24,8282.3335189717,354.002636,31,Sport,
64000,2023-07-20 18:05:26,38.438724026777,-109.312311815403,353.674552,,,8282.0054349717,83.66142,8.7911742,1105.57090152,1168.7664416,19,5,9.937,8285.6143589717,357.283476,39.0569724,1105.57090152,-8.724066,-1.11847,0.671082,98.7, 3.8, -32.8,0,0,1024,1024,1024,1024,0,0,0,0,67.1,-26,0,21,3.385,3.389,3.394,0,0,0,13.756,80.24,8282.0054349717,353.674552,31,Sport,
64100,2023-07-20 18:05:26,38.4387209517808,-109.312312244251,352.6903,,,8281.0211829717,83.66142,7.2029468,1106.69622964,1169.89505056,19,5,10.152,8285.6143589717,357.283476,39.0569724,1106.69622964,-7.158208,-0.894776,0.671082,98.8, 3.3, -33.1,0,0,1024,1024,1024,1024,0,0,0,0,67.1,-26,0,21,3.364,3.359,3.355,0,0,0,7.471,80.24,8281.0211829717,352.6903,31,Sport,
64200,2023-07-20 18:05:26,38.4387187591916,-109.312312605113,352.6903,,,8281.0211829717,83.66142,5.6370888,1107.4967546,1170.7021372,19,5,10.152,8285.6143589717,357.283476,39.0569724,1107.4967546,-5.59235,-0.671082,0.223694,99.4, 1.7, -31.9,0,0,1024,1024,1024,1024,0,0,0,0,67.2,-26,0,21,3.364,3.359,3.355,0,0,0,7.471,80.24,8281.0211829717,352.6903,15,Go_Home,
64300,2023-07-20 18:05:26,38.4387167885743,-109.312312818605,352.362216,,,8280.6930989717,83.66142,4.026492,1108.21525856,1171.423922,19,5,10.152,8285.6143589717,357.283476,39.0569724,1108.21525856,-4.026492,-0.223694,0,102.7, -5.2, -29.5,0,0,1024,1024,1024,1024,0,0,0,0,67,-26,0,21,3.364,3.359,3.355,0,0,0,7.471,80.24,8280.6930989717,352.362216,15,Go_Home,
64400,2023-07-20 18:05:27,38.4387152451844,-109.312312869605,352.6903,,,8281.0211829717,83.66142,2.684328,1108.77956304,1171.98822648,19,5,10.152,8285.6143589717,357.283476,39.0569724,1108.77956304,-2.684328,0,0,100, 1.9, -21.2,0,0,1024,1024,1024,1024,0,0,0,0,66.9,-26,0,21,3.364,3.359,3.355,0,0,0,7.471,80.24,8281.0211829717,352.6903,15,Go_Home,
64500,2023-07-20 18:05:27,38.4387143627775,-109.312312689806,352.6903,,,8281.0211829717,83.66142,1.8119214,1109.10108536,1172.31302964,19,5,10.152,8285.6143589717,357.283476,39.0569724,1109.10108536,-1.789552,0.223694,0,99.4, 4.9, -14,0,0,1074,1024,1024,1024,8,0,0,0,66.8,-26,0,21,3.364,3.359,3.355,0,0,0,7.471,80.24,8281.0211829717,352.6903,15,Go_Home,
64600,2023-07-20 18:05:27,38.4387137415302,-109.312312513406,353.018384,,,8281.3492669717,83.66142,1.3645334,1109.32746332,1172.54596928,19,5,10.152,8285.6143589717,357.283476,39.0569724,1109.32746332,-1.342164,0.223694,0,99.5, 3.8, -9.6,0,0,1185,1024,1024,1024,24,0,0,0,66.8,-26,0,21,3.364,3.359,3.355,0,0,0,7.471,80.24,8281.3492669717,353.018384,15,Go_Home,
64700,2023-07-20 18:05:27,38.4387132268842,-109.312312299756,353.346468,,,8281.6773509717,83.66142,1.1408394,1109.5144712,1172.74281968,19,5,10.152,8285.6143589717,357.283476,39.0569724,1109.5144712,-1.11847,0.223694,0,99.4, 2.7, -6.2,0,0,1205,1024,1024,1024,27,0,0,0,66.7,-26,0,21,3.364,3.359,3.355,0,0,0,7.471,80.24,8281.6773509717,353.346468,15,Go_Home,
64800,2023-07-20 18:05:27,38.4387131038406,-109.312312281032,354.002636,,,8282.3335189717,83.66142,0.8052984,1109.55712212,1172.78875144,19,5,10.152,8285.6143589717,357.283476,39.0569724,1109.55712212,-0.671082,0.447388,0,99.1, 3.6, -4.8,0,0,1663,1024,1024,1024,97,0,0,0,66.6,-26,0,21,3.364,3.359,3.355,0,0,0,7.471,80.24,8282.3335189717,354.002636,15,Go_Home,
64900,2023-07-20 18:05:27,38.4387128410368,-109.312312021865,354.33072,,,8282.6616029717,83.66142,0.6263432,1109.65226648,1172.91014252,19,5,10.152,8285.6143589717,357.283476,39.0569724,1109.65226648,-0.447388,0.447388,0,99.1, 4.2, -3.7,0,0,1676,1024,1024,1024,99,0,0,0,66.4,-26,0,21,3.364,3.359,3.355,0,0,0,7.471,80.24,8282.6616029717,354.33072,15,Go_Home,"Auto returning to home..."
65000,2023-07-20 18:05:27,38.4387137100159,-109.312311508396,354.658804,,,8282.9896869717,83.66142,0.447388,1109.334025,1173.25791156,19,5,10.152,8285.6143589717,357.283476,39.0569724,1109.65226648,0,0.447388,0,98.8, 4, -2.1,0,0,1024,1024,1024,1024,0,0,0,0,66.3,-15.6,0.1,21,3.364,3.359,3.355,0,0,0,7.471,80.24,8282.9896869717,354.658804,15,Go_Home,
